transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,YearMonth
6459,50,1745,2017-01-01,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,2017-01
6460,26,1084,2017-04-12,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,2017-04
6461,56,1551,2017-08-22,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,2017-08
6462,0,3239,2017-12-28,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,2017-12
6463,79,525,2017-07-16,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,2017-07
6464,0,413,2017-01-06,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,2017-01
6465,75,583,2017-10-02,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,2017-10
6466,10,428,2017-08-13,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,38193.0,2017-08
6467,0,1596,2017-07-20,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38859.0,2017-07
6468,20,3324,2017-08-18,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,42404.0,2017-08
6469,24,2635,2017-05-20,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,2017-05
6470,38,1572,2017-06-21,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38991.0,2017-06
6471,0,406,2017-03-26,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,2017-03
6472,16,2309,2017-06-12,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,2017-06
6473,85,1956,2017-07-17,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0,2017-07
6474,6,2427,2017-02-14,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,35052.0,2017-02
6475,6,3370,2017-04-05,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0,2017-04
6476,31,1530,2017-11-17,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,34527.0,2017-11
6477,45,1049,2017-07-09,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,2017-07
6478,50,328,2017-02-03,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,2017-02
6479,29,2365,2017-12-29,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37337.0,2017-12
6480,72,1684,2017-02-28,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,2017-02
6481,35,2664,2017-01-10,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,2017-01
6482,26,1799,2017-11-08,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,2017-11
6483,74,632,2017-04-19,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,34527.0,2017-04
6484,53,3262,2017-12-16,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,2017-12
6485,24,2406,2017-09-10,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,33455.0,2017-09
6486,11,1812,2017-06-10,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,2017-06
6487,53,311,2017-06-17,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,2017-06
6488,17,2433,2017-12-04,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0,2017-12
6489,3,2590,2017-11-10,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33429.0,2017-11
6490,38,3484,2017-06-20,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37698.0,2017-06
6491,20,3215,2017-07-29,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,35378.0,2017-07
6492,41,2398,2017-01-14,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,2017-01
6493,54,1262,2017-11-17,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0,2017-11
6494,25,369,2017-09-20,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,2017-09
6495,69,327,2017-08-06,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,2017-08
6496,62,1725,2017-04-12,1.0,Cancelled,Solex,Standard,high,medium,1024.66,614.8,40670.0,2017-04
6497,81,1063,2017-10-04,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,42218.0,2017-10
6498,64,601,2017-09-20,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0,2017-09
6499,32,605,2017-10-20,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40618.0,2017-10
6500,0,1665,2017-07-20,0.0,Approved,0,0,0,0,1957.87,0.0,0.0,2017-07
6501,59,1590,2017-10-05,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34244.0,2017-10
6502,90,1821,2017-11-16,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0,2017-11
6503,7,1923,2017-12-15,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,2017-12
6504,57,1496,2017-09-06,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34586.0,2017-09
6505,0,2767,2017-05-21,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,2017-05
6506,6,1358,2017-04-26,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,2017-04
6507,20,674,2017-09-06,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,2017-09
6508,79,979,2017-05-30,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,2017-05
6509,26,3058,2017-02-02,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38193.0,2017-02
6510,77,2411,2017-05-11,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,2017-05
6511,59,1155,2017-09-07,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,40487.0,2017-09
6512,32,1152,2017-06-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,38750.0,2017-06
6513,60,2088,2017-09-21,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,38647.0,2017-09
6514,57,2843,2017-12-09,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42145.0,2017-12
6515,100,327,2017-12-14,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,2017-12
6516,32,2207,2017-03-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527.0,2017-03
6517,29,1365,2017-05-27,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,2017-05
6518,40,1103,2017-11-28,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259.0,2017-11
6519,34,760,2017-08-25,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526.0,2017-08
6520,32,1726,2017-08-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,2017-08
6521,82,3050,2017-09-09,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,2017-09
6522,79,1205,2017-09-18,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,2017-09
6523,95,1274,2017-02-03,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,2017-02
6524,31,1270,2017-06-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,2017-06
6525,79,1853,2017-04-05,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35667.0,2017-04
6526,57,109,2017-08-16,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0,2017-08
6527,67,2070,2017-12-26,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37659.0,2017-12
6528,96,263,2017-05-11,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,2017-05
6529,82,3089,2017-10-20,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,34079.0,2017-10
6530,35,844,2017-11-15,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,2017-11
6531,75,1385,2017-05-12,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,2017-05
6532,0,3037,2017-01-09,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434.0,2017-01
6533,2,2532,2017-08-12,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,2017-08
6534,67,1223,2017-10-29,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,42105.0,2017-10
6535,10,1296,2017-03-18,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,37838.0,2017-03
6536,91,1651,2017-03-13,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,41434.0,2017-03
6537,1,1672,2017-09-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,37659.0,2017-09
6538,70,2164,2017-09-15,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193.0,2017-09
6539,72,389,2017-02-28,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37499.0,2017-02
6540,67,440,2017-05-16,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,2017-05
6541,0,2697,2017-04-25,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,2017-04
6542,43,2381,2017-11-29,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,39427.0,2017-11
6543,62,1372,2017-01-24,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,2017-01
6544,31,1585,2017-08-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40336.0,2017-08
6545,65,2860,2017-03-16,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,2017-03
6546,8,3409,2017-01-30,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,2017-01
6547,9,1930,2017-02-19,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,2017-02
6548,46,2413,2017-05-10,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672.0,2017-05
6549,0,3441,2017-04-21,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,36668.0,2017-04
6550,23,3077,2017-08-07,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34071.0,2017-08
6551,48,2602,2017-02-06,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,2017-02
6552,54,25,2017-04-15,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295.0,2017-04
6553,28,1178,2017-04-26,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,2017-04
6554,13,2323,2017-04-26,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,2017-04
6555,81,3289,2017-10-22,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38002.0,2017-10
6556,53,72,2017-12-08,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915.0,2017-12
6557,19,2668,2017-10-29,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,2017-10
6558,23,1504,2017-05-23,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34115.0,2017-05
6559,24,2537,2017-01-29,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,2017-01
6560,8,476,2017-12-21,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,2017-12
6561,84,1074,2017-02-06,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38859.0,2017-02
6562,63,2912,2017-05-01,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,2017-05
6563,38,2321,2017-07-22,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,39427.0,2017-07
6564,83,2383,2017-12-02,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,2017-12
6565,60,1876,2017-08-08,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41848.0,2017-08
6566,12,636,2017-06-04,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,2017-06
6567,53,1758,2017-08-01,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,34170.0,2017-08
6568,43,3164,2017-08-01,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064.0,2017-08
6569,32,3491,2017-06-24,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,2017-06
6570,0,2251,2017-06-27,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,2017-06
6571,25,1049,2017-01-05,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,2017-01
6572,53,3483,2017-03-23,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,37838.0,2017-03
6573,83,2014,2017-09-01,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,35667.0,2017-09
6574,62,1350,2017-09-05,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,36146.0,2017-09
6575,97,2011,2017-01-25,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,42560.0,2017-01
6576,49,2334,2017-03-15,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,2017-03
6577,85,1824,2017-03-03,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079.0,2017-03
6578,63,3344,2017-07-29,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145.0,2017-07
6579,0,965,2017-06-05,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,41047.0,2017-06
6580,18,2174,2017-05-25,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,2017-05
6581,7,2427,2017-12-06,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35560.0,2017-12
6582,28,2797,2017-01-21,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,2017-01
6583,8,2485,2017-05-01,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,33549.0,2017-05
6584,45,1487,2017-12-13,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38991.0,2017-12
6585,17,1351,2017-02-28,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,2017-02
6586,21,1116,2017-10-10,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34527.0,2017-10
6587,16,2009,2017-08-11,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40303.0,2017-08
6588,0,451,2017-04-06,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,2017-04
6589,36,3085,2017-06-21,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,2017-06
6590,42,707,2017-04-06,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,38991.0,2017-04
6591,4,2625,2017-05-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38216.0,2017-05
6592,0,2299,2017-11-01,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,2017-11
6593,27,39,2017-09-16,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,2017-09
6594,65,1445,2017-06-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,2017-06
6595,97,2603,2017-11-17,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,2017-11
6596,0,811,2017-01-27,1.0,Approved,0,0,0,0,1095.66,0.0,0.0,2017-01
6597,19,2254,2017-09-22,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,2017-09
6598,1,489,2017-03-25,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,2017-03
6599,3,68,2017-02-11,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40779.0,2017-02
6600,53,1443,2017-07-08,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,37823.0,2017-07
6601,14,1130,2017-08-16,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,2017-08
6602,2,2985,2017-11-22,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38258.0,2017-11
6603,79,500,2017-02-25,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39880.0,2017-02
6604,34,749,2017-08-31,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,2017-08
6605,40,2480,2017-06-12,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,36146.0,2017-06
6606,38,1291,2017-12-14,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,2017-12
6607,8,3262,2017-03-15,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,2017-03
6608,28,2371,2017-01-14,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,41701.0,2017-01
6609,84,3248,2017-03-16,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,2017-03
6610,3,3273,2017-09-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36361.0,2017-09
6611,21,1727,2017-10-20,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,2017-10
6612,1,179,2017-08-09,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41533.0,2017-08
6613,39,2508,2017-06-09,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40618.0,2017-06
6614,92,1935,2017-11-03,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,2017-11
6615,40,2542,2017-06-09,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,40672.0,2017-06
6616,87,3081,2017-05-17,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,38859.0,2017-05
6617,90,3214,2017-02-22,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38002.0,2017-02
6618,0,2048,2017-06-11,0.0,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,2017-06
6619,8,2671,2017-06-10,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,2017-06
6620,53,2449,2017-05-22,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,2017-05
6621,37,80,2017-01-05,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,2017-01
6622,59,2184,2017-06-01,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,2017-06
6623,86,3299,2017-04-08,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482.0,2017-04
6624,50,55,2017-08-14,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37220.0,2017-08
6625,30,2498,2017-05-28,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,2017-05
6626,75,3090,2017-01-03,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,2017-01
6627,99,1581,2017-02-04,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,2017-02
6628,11,1205,2017-10-24,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,2017-10
6629,20,871,2017-03-19,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40670.0,2017-03
6630,77,2214,2017-12-03,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37668.0,2017-12
6631,90,870,2017-05-18,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,2017-05
6632,41,367,2017-10-20,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,41064.0,2017-10
6633,61,62,2017-01-09,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,33879.0,2017-01
6634,2,595,2017-05-18,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,2017-05
6635,83,312,2017-03-30,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,42218.0,2017-03
6636,12,1991,2017-11-18,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,35378.0,2017-11
6637,47,588,2017-05-20,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,2017-05
6638,97,1902,2017-04-18,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,34556.0,2017-04
6639,15,374,2017-12-02,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0,2017-12
6640,36,2276,2017-01-25,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,36361.0,2017-01
6641,92,1691,2017-12-04,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34170.0,2017-12
6642,35,2438,2017-06-02,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,39526.0,2017-06
6643,3,2702,2017-03-05,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258.0,2017-03
6644,0,1319,2017-02-22,1.0,Approved,0,0,0,0,1776.08,0.0,0.0,2017-02
6645,40,1004,2017-03-15,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,2017-03
6646,5,2699,2017-04-05,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,37659.0,2017-04
6647,10,320,2017-07-07,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,2017-07
6648,51,1996,2017-01-27,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,2017-01
6649,71,473,2017-07-01,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,40553.0,2017-07
6650,54,1477,2017-01-20,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,37823.0,2017-01
6651,63,3414,2017-03-13,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,2017-03
6652,50,2361,2017-04-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,35052.0,2017-04
6653,18,3374,2017-07-05,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,2017-07
6654,85,694,2017-05-07,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36334.0,2017-05
6655,52,1776,2017-01-05,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,2017-01
6656,48,3280,2017-07-17,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,40784.0,2017-07
6657,4,20,2017-11-01,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698.0,2017-11
6658,33,2045,2017-06-15,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,2017-06
6659,12,2188,2017-09-07,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,2017-09
6660,80,607,2017-09-20,0.0,Cancelled,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,2017-09
6661,52,1295,2017-02-05,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915.0,2017-02
6662,56,577,2017-04-16,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,42172.0,2017-04
6663,34,498,2017-11-07,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0,2017-11
6664,86,37,2017-05-01,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,2017-05
6665,62,3408,2017-11-18,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,2017-11
6666,27,329,2017-05-26,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,36498.0,2017-05
6667,97,2184,2017-03-19,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,2017-03
6668,90,523,2017-12-12,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539.0,2017-12
6669,94,636,2017-09-29,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,2017-09
6670,46,2099,2017-02-05,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40618.0,2017-02
6671,31,1250,2017-03-21,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,2017-03
6672,94,1029,2017-04-13,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,2017-04
6673,13,2048,2017-01-14,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,2017-01
6674,76,1483,2017-09-20,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,33429.0,2017-09
6675,0,1777,2017-09-08,0.0,Approved,0,0,0,0,752.36,0.0,0.0,2017-09
6676,12,1886,2017-12-24,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,2017-12
6677,62,1979,2017-08-12,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,36146.0,2017-08
6678,50,1718,2017-07-09,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,35052.0,2017-07
6679,79,1315,2017-10-04,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35455.0,2017-10
6680,45,1942,2017-05-21,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,2017-05
6681,55,2194,2017-10-20,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,35707.0,2017-10
6682,6,3433,2017-11-23,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,2017-11
6683,92,1464,2017-08-06,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,33364.0,2017-08
6684,50,3141,2017-10-21,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37220.0,2017-10
6685,52,1454,2017-06-09,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,42295.0,2017-06
6686,22,640,2017-12-03,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,42404.0,2017-12
6687,93,936,2017-05-03,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,2017-05
6688,18,2052,2017-01-26,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,39880.0,2017-01
6689,57,1274,2017-01-24,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,2017-01
6690,72,2840,2017-05-18,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,35455.0,2017-05
6691,22,419,2017-09-16,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,2017-09
6692,96,1957,2017-06-03,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,2017-06
6693,74,2773,2017-06-15,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38859.0,2017-06
6694,42,1812,2017-03-07,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,2017-03
6695,14,2484,2017-06-06,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,35160.0,2017-06
6696,53,267,2017-08-22,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,2017-08
6697,11,1039,2017-06-02,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,2017-06
6698,64,1119,2017-08-01,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42145.0,2017-08
