customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,segment
522,41,4,3520.19,3,5,5,355,Lost Customer
523,18,6,6485.21,4,3,3,433,Lost Customer
524,138,7,6400.86,1,2,3,123,Lost Customer
525,119,8,10372.68,1,1,1,111,Lost Customer
526,154,3,2674.66,1,5,5,155,Lost Customer
527,43,2,2476.84,3,5,5,355,Lost Customer
528,134,7,7737.110000000001,1,2,2,122,Lost Customer
529,12,6,6036.22,5,3,3,533,Lost Customer
530,162,3,2816.79,1,5,5,155,Lost Customer
531,61,6,5691.58,2,3,3,233,Lost Customer
532,28,6,7503.2699999999995,4,3,2,432,Lost Customer
533,2,6,8210.1,5,3,2,532,Lost Customer
534,6,8,8223.81,5,1,2,512,Lost Customer
535,73,2,1679.29,2,5,5,255,Lost Customer
536,32,4,4912.82,4,5,4,454,Lost Customer
537,49,3,2906.29,3,5,5,355,Lost Customer
538,4,7,8944.21,5,2,1,521,Lost Customer
539,36,8,7188.39,3,1,2,312,Lost Customer
540,79,6,4419.63,2,3,4,234,Lost Customer
541,137,5,6244.03,1,4,3,143,Lost Customer
542,38,6,6399.45,3,3,3,333,Potential Loyalist
543,0,5,4605.8,5,4,4,544,Loyal Customer
544,173,4,4228.66,1,5,4,154,Lost Customer
545,6,6,8697.36,5,3,2,532,Lost Customer
546,37,5,7164.9,3,4,2,342,Lost Customer
547,74,6,5913.53,2,3,3,233,Lost Customer
548,10,7,7497.25,5,2,2,522,Lost Customer
549,40,8,7971.78,3,1,2,312,Lost Customer
550,14,5,4546.57,5,4,4,544,Loyal Customer
551,152,4,3722.38,1,5,5,155,Lost Customer
552,159,4,2960.2700000000004,1,5,5,155,Lost Customer
553,19,6,6913.18,4,3,2,432,Lost Customer
554,38,3,2306.3799999999997,3,5,5,355,Lost Customer
555,165,4,5261.73,1,5,4,154,Lost Customer
556,9,5,6960.33,5,4,2,542,Lost Customer
557,181,2,1834.45,1,5,5,155,Lost Customer
558,35,7,6984.320000000001,3,2,2,322,Lost Customer
559,6,4,4129.68,5,5,4,554,VIP Customer
560,41,6,7033.26,3,3,2,332,Lost Customer
561,28,6,5776.22,4,3,3,433,Lost Customer
562,36,5,3686.94,3,4,5,345,Lost Customer
563,33,7,5492.75,3,2,3,323,Potential Loyalist
564,11,6,7415.54,5,3,2,532,Lost Customer
565,104,10,12454.34,1,1,1,111,Lost Customer
566,52,3,2893.23,3,5,5,355,Lost Customer
567,60,4,1621.62,2,5,5,255,Lost Customer
568,91,7,5025.95,2,2,4,224,Lost Customer
569,98,4,7560.33,2,5,2,252,Lost Customer
570,35,6,6987.99,3,3,2,332,Lost Customer
571,72,3,3718.5299999999997,2,5,5,255,Lost Customer
572,13,6,5372.65,5,3,3,533,Lost Customer
573,105,2,2449.81,1,5,5,155,Lost Customer
574,277,4,4757.79,1,5,4,154,Lost Customer
575,248,2,1998.31,1,5,5,155,Lost Customer
576,7,6,9475.42,5,3,1,531,Lost Customer
577,2,11,10515.0,5,1,1,511,Lost Customer
578,199,7,6301.1,1,2,3,123,Lost Customer
579,52,9,10450.34,3,1,1,311,Lost Customer
580,24,5,4456.28,4,4,4,444,Lost Customer
581,53,4,5597.1900000000005,3,5,3,353,Lost Customer
582,149,4,4163.0599999999995,1,5,4,154,Lost Customer
583,31,4,4129.98,4,5,4,454,Lost Customer
584,132,4,3399.5199999999995,1,5,5,155,Lost Customer
585,97,7,8197.14,2,2,2,222,Lost Customer
586,90,4,5603.92,2,5,3,253,Lost Customer
587,53,7,8623.87,3,2,2,322,Lost Customer
588,19,5,6053.33,4,4,3,443,Lost Customer
589,10,3,3259.93,5,5,5,555,VIP Customer
590,43,12,14475.62,3,1,1,311,Lost Customer
591,221,2,1083.8,1,5,5,155,Lost Customer
592,199,4,3192.94,1,5,5,155,Lost Customer
593,1,6,5682.77,5,3,3,533,Lost Customer
594,33,9,11996.12,3,1,1,311,Lost Customer
595,184,3,3268.42,1,5,5,155,Lost Customer
596,85,3,4864.71,2,5,4,254,Lost Customer
597,61,5,4299.400000000001,2,4,4,244,Lost Customer
598,131,7,5976.1900000000005,1,2,3,123,Lost Customer
599,115,5,7250.75,1,4,2,142,Lost Customer
600,206,3,3893.54,1,5,4,154,Lost Customer
601,58,5,5216.139999999999,3,4,4,344,Lost Customer
602,77,5,5591.28,2,4,3,243,Lost Customer
603,49,7,8284.07,3,2,2,322,Lost Customer
604,69,6,8162.76,2,3,2,232,Potential Loyalist
605,2,8,9180.130000000001,5,1,1,511,Lost Customer
606,55,6,6229.09,3,3,3,333,Potential Loyalist
607,58,10,12940.99,3,1,1,311,Lost Customer
608,85,8,9260.29,2,1,1,211,At Risk of Churn
609,36,4,3937.44,3,5,4,354,Lost Customer
610,46,9,8135.95,3,1,2,312,Lost Customer
611,3,8,10622.380000000001,5,1,1,511,Lost Customer
612,1,5,5581.03,5,4,3,543,Loyal Customer
613,3,6,5898.85,5,3,3,533,Lost Customer
614,18,9,8557.0,4,1,2,412,Lost Customer
615,42,4,6230.81,3,5,3,353,Lost Customer
616,92,4,5439.8099999999995,2,5,3,253,Lost Customer
617,20,4,3343.8599999999997,4,5,5,455,Lost Customer
618,308,2,2207.71,1,5,5,155,Lost Customer
619,65,7,7042.71,2,2,2,222,Lost Customer
620,103,8,5422.25,1,1,3,113,Lost Customer
621,2,9,11872.470000000001,5,1,1,511,Lost Customer
622,266,3,4498.0,1,5,4,154,Lost Customer
623,93,3,5060.18,2,5,4,254,Lost Customer
624,90,3,5079.93,2,5,4,254,Lost Customer
625,16,6,5688.67,4,3,3,433,Lost Customer
626,54,9,8102.299999999999,3,1,2,312,Lost Customer
627,58,5,6786.53,3,4,2,342,Lost Customer
628,54,5,5519.54,3,4,3,343,Lost Customer
629,64,8,6490.53,2,1,3,213,Lost Customer
630,53,7,9406.55,3,2,1,321,Lost Customer
631,16,6,3211.98,4,3,5,435,Loyal Customer
632,41,3,3911.85,3,5,4,354,Lost Customer
633,1,7,7054.02,5,2,2,522,Lost Customer
634,17,8,7951.04,4,1,2,412,Lost Customer
635,39,6,3988.82,3,3,4,334,Lost Customer
636,19,7,7808.71,4,2,2,422,Lost Customer
637,7,13,13899.73,5,1,1,511,Lost Customer
638,60,8,10198.93,2,1,1,211,At Risk of Churn
639,8,6,5831.55,5,3,3,533,Lost Customer
640,10,8,11141.29,5,1,1,511,Lost Customer
641,202,4,3853.34,1,5,4,154,Lost Customer
642,24,7,5304.37,4,2,4,424,Lost Customer
643,197,4,5034.78,1,5,4,154,Lost Customer
644,157,3,1808.74,1,5,5,155,Lost Customer
645,116,7,9008.59,1,2,1,121,Lost Customer
646,110,4,4809.5199999999995,1,5,4,154,Lost Customer
647,42,9,10703.609999999999,3,1,1,311,Lost Customer
648,57,7,8410.93,3,2,2,322,Lost Customer
649,11,5,1718.19,5,4,5,545,VIP Customer
650,50,6,7082.77,3,3,2,332,Lost Customer
651,18,3,5028.17,4,5,4,454,Lost Customer
652,5,9,10240.87,5,1,1,511,Lost Customer
653,37,5,4502.58,3,4,4,344,Lost Customer
654,28,4,4666.55,4,5,4,454,Lost Customer
655,51,6,8876.49,3,3,1,331,Lost Customer
656,10,8,8438.35,5,1,2,512,Lost Customer
657,76,6,6640.48,2,3,3,233,Lost Customer
658,97,5,5305.31,2,4,4,244,Lost Customer
659,146,3,5140.610000000001,1,5,4,154,Lost Customer
660,12,4,5360.139999999999,5,4,3,543,Loyal Customer
661,34,6,5564.07,3,3,3,333,Potential Loyalist
662,86,7,6635.87,2,2,3,223,Lost Customer
663,73,4,5447.21,2,4,3,243,Lost Customer
664,84,5,3998.82,2,4,4,244,Lost Customer
665,85,8,9143.6,2,1,1,211,At Risk of Churn
666,41,5,5173.84,3,4,4,344,Lost Customer
667,19,5,5826.33,4,4,3,443,Lost Customer
668,6,7,7399.77,5,2,2,522,Lost Customer
669,8,11,12187.939999999999,5,1,1,511,Lost Customer
670,116,4,4078.4,1,4,4,144,Lost Customer
671,62,6,7450.68,2,3,2,232,Potential Loyalist
672,50,3,4786.22,3,5,4,354,Lost Customer
673,2,5,3435.2200000000003,5,4,5,545,VIP Customer
674,115,6,6404.85,1,3,3,133,Lost Customer
675,0,3,4204.51,5,5,4,554,VIP Customer
676,33,6,6739.82,3,3,3,333,Potential Loyalist
677,71,5,3703.87,2,4,5,245,Lost Customer
678,94,4,3152.34,2,4,5,245,Lost Customer
679,62,10,8300.07,2,1,2,212,At Risk of Churn
680,14,4,5597.05,5,4,3,543,Loyal Customer
681,7,6,5888.74,5,3,3,533,Lost Customer
682,20,7,8280.35,4,2,2,422,Lost Customer
683,15,5,5616.71,4,4,3,443,Lost Customer
684,42,8,6011.92,3,1,3,313,Lost Customer
685,102,6,9271.630000000001,1,3,1,131,Lost Customer
686,37,5,4622.87,3,4,4,344,Lost Customer
687,8,6,2828.68,5,3,5,535,Lost Customer
688,81,4,5647.04,2,4,3,243,Lost Customer
689,12,3,3614.25,5,5,5,555,VIP Customer
690,64,6,6516.74,2,3,3,233,Lost Customer
691,39,8,9841.22,3,1,1,311,Lost Customer
692,50,9,8189.47,3,1,2,312,Lost Customer
693,10,5,6667.92,5,4,3,543,Loyal Customer
694,7,5,4359.78,5,4,4,544,Loyal Customer
695,16,8,10407.64,4,1,1,411,Lost Customer
696,21,7,4822.78,4,2,4,424,Lost Customer
697,11,4,5888.76,5,4,3,543,Loyal Customer
698,76,3,3362.66,2,5,5,255,Lost Customer
699,55,3,2655.81,3,5,5,355,Lost Customer
700,106,8,7960.03,1,1,2,112,Lost Customer
701,32,6,6285.29,4,3,3,433,Lost Customer
702,62,3,3825.6600000000003,2,5,4,254,Lost Customer
703,1,5,7301.150000000001,5,4,2,542,Lost Customer
704,10,10,10881.81,5,1,1,511,Lost Customer
705,11,5,3745.1800000000003,5,4,5,545,VIP Customer
706,30,6,10040.5,4,3,1,431,Lost Customer
707,44,6,7563.61,3,3,2,332,Lost Customer
708,175,3,3149.0299999999997,1,5,5,155,Lost Customer
709,146,5,5948.8099999999995,1,4,3,143,Lost Customer
710,39,7,9823.81,3,2,1,321,Lost Customer
711,83,4,3784.83,2,4,5,245,Lost Customer
712,61,8,9223.66,2,1,1,211,At Risk of Churn
713,255,4,4564.42,1,4,4,144,Lost Customer
714,59,11,10441.09,2,1,1,211,At Risk of Churn
715,158,3,4278.66,1,5,4,154,Lost Customer
716,12,6,6680.78,5,3,3,533,Lost Customer
717,14,6,4696.91,5,3,4,534,Lost Customer
718,34,8,6777.43,3,1,3,313,Lost Customer
719,11,9,12020.0,5,1,1,511,Lost Customer
720,20,10,13004.35,4,1,1,411,Lost Customer
721,4,7,8883.609999999999,5,2,1,521,Lost Customer
722,87,5,6548.61,2,4,3,243,Lost Customer
723,15,8,7012.59,4,1,2,412,Lost Customer
724,23,8,9812.699999999999,4,1,1,411,Lost Customer
725,3,11,13048.82,5,1,1,511,Lost Customer
726,54,3,5134.71,3,5,4,354,Lost Customer
727,61,6,8768.09,2,3,1,231,Lost Customer
728,25,9,10919.45,4,1,1,411,Lost Customer
729,1,10,15826.0,5,1,1,511,Lost Customer
730,14,7,6529.49,5,2,3,523,Lost Customer
731,25,6,6259.200000000001,4,3,3,433,Lost Customer
732,64,5,6099.150000000001,2,4,3,243,Lost Customer
733,46,10,14532.51,3,1,1,311,Lost Customer
734,89,3,3346.12,2,5,5,255,Lost Customer
735,87,4,6814.03,2,4,2,242,Lost Customer
736,11,6,5999.719999999999,5,3,3,533,Lost Customer
737,54,7,7386.14,3,2,2,322,Lost Customer
738,69,8,8764.37,2,1,1,211,At Risk of Churn
739,1,10,9430.63,5,1,1,511,Lost Customer
740,61,4,6155.53,2,4,3,243,Lost Customer
741,148,5,3482.3,1,4,5,145,Lost Customer
742,10,6,6918.96,5,3,2,532,Lost Customer
743,89,5,6065.4400000000005,2,4,3,243,Lost Customer
744,23,5,4149.55,4,4,4,444,Lost Customer
745,11,4,2697.98,5,4,5,545,VIP Customer
746,43,6,4853.96,3,3,4,334,Lost Customer
747,35,2,1801.98,3,5,5,355,Lost Customer
748,46,9,8538.05,3,1,2,312,Lost Customer
749,80,9,7591.94,2,1,2,212,At Risk of Churn
750,58,6,7506.73,3,3,2,332,Lost Customer
751,130,2,386.48,1,5,5,155,Lost Customer
752,20,8,8004.32,4,1,2,412,Lost Customer
753,15,8,11935.380000000001,4,1,1,411,Lost Customer
754,210,2,814.03,1,5,5,155,Lost Customer
755,95,3,2071.7799999999997,2,5,5,255,Lost Customer
756,25,6,3859.17,4,3,4,434,Lost Customer
757,72,5,3967.6,2,4,4,244,Lost Customer
758,27,2,651.02,4,5,5,455,Lost Customer
759,23,9,8217.14,4,1,2,412,Lost Customer
760,26,9,8569.289999999999,4,1,2,412,Lost Customer
761,145,5,6483.68,1,4,3,143,Lost Customer
762,85,5,3989.6800000000003,2,4,4,244,Lost Customer
763,74,6,6989.88,2,3,2,232,Potential Loyalist
764,79,4,4122.42,2,4,4,244,Lost Customer
765,24,10,8794.98,4,1,1,411,Lost Customer
766,16,6,4962.24,4,3,4,434,Lost Customer
767,42,5,6197.59,3,4,3,343,Lost Customer
768,5,9,9425.52,5,1,1,511,Lost Customer
769,19,8,9694.79,4,1,1,411,Lost Customer
770,49,6,6789.790000000001,3,3,2,332,Lost Customer
771,124,6,5901.7,1,3,3,133,Lost Customer
772,2,6,8421.58,5,3,2,532,Lost Customer
773,72,8,10334.68,2,1,1,211,At Risk of Churn
774,143,1,1311.44,1,5,5,155,Lost Customer
775,58,7,6985.21,3,2,2,322,Lost Customer
776,13,9,9151.17,5,1,1,511,Lost Customer
777,27,6,5113.99,4,3,4,434,Lost Customer
778,33,5,6292.889999999999,3,4,3,343,Lost Customer
779,82,5,4372.34,2,4,4,244,Lost Customer
780,88,3,3499.7200000000003,2,5,5,255,Lost Customer
781,125,5,3763.4600000000005,1,4,5,145,Lost Customer
782,25,6,10216.48,4,3,1,431,Lost Customer
783,96,5,6170.6,2,4,3,243,Lost Customer
784,143,2,760.18,1,5,5,155,Lost Customer
785,18,6,4304.54,4,3,4,434,Lost Customer
786,9,7,7114.27,5,2,2,522,Lost Customer
787,75,10,11292.54,2,1,1,211,At Risk of Churn
788,39,7,8089.72,3,2,2,322,Lost Customer
789,4,8,4497.3,5,1,4,514,Lost Customer
790,14,8,9306.61,5,1,1,511,Lost Customer
791,123,6,6605.22,1,3,3,133,Lost Customer
792,17,6,6907.9,4,3,2,432,Lost Customer
793,1,10,12116.11,5,1,1,511,Lost Customer
794,22,7,7832.74,4,2,2,422,Lost Customer
795,18,5,5980.89,4,4,3,443,Lost Customer
796,6,7,6097.05,5,2,3,523,Lost Customer
797,21,4,4668.49,4,4,4,444,Lost Customer
798,21,3,4285.05,4,5,4,454,Lost Customer
799,10,11,14399.89,5,1,1,511,Lost Customer
800,85,6,6283.9,2,3,3,233,Lost Customer
801,182,2,1074.8,1,5,5,155,Lost Customer
802,95,6,7508.74,2,3,2,232,Potential Loyalist
803,66,6,3818.25,2,3,4,234,Lost Customer
804,41,3,3480.5,3,5,5,355,Lost Customer
805,122,6,6966.17,1,3,2,132,Lost Customer
806,31,4,4854.46,4,4,4,444,Lost Customer
807,80,4,4367.13,2,4,4,244,Lost Customer
808,123,3,3676.8199999999997,1,5,5,155,Lost Customer
809,45,4,3653.47,3,4,5,345,Lost Customer
810,68,4,4539.42,2,4,4,244,Lost Customer
811,174,4,2483.69,1,4,5,145,Lost Customer
812,197,3,2694.8900000000003,1,5,5,155,Lost Customer
813,50,5,4386.05,3,4,4,344,Lost Customer
814,48,3,4661.23,3,5,4,354,Lost Customer
815,27,6,7646.77,4,3,2,432,Lost Customer
816,53,4,2934.97,3,4,5,345,Lost Customer
817,16,5,5340.0,4,4,3,443,Lost Customer
818,40,6,6141.46,3,3,3,333,Potential Loyalist
819,43,5,5033.21,3,4,4,344,Lost Customer
820,3,10,8742.57,5,1,2,512,Lost Customer
821,33,5,4826.39,3,4,4,344,Lost Customer
822,328,1,2005.66,1,5,5,155,Lost Customer
823,23,6,9755.81,4,3,1,431,Lost Customer
824,9,4,6017.27,5,4,3,543,Loyal Customer
825,10,8,6046.6900000000005,5,1,3,513,Lost Customer
826,4,4,4829.57,5,4,4,544,Loyal Customer
827,49,8,9051.45,3,1,1,311,Lost Customer
828,79,5,3777.5299999999997,2,4,5,245,Lost Customer
829,12,6,9236.19,5,3,1,531,Lost Customer
830,149,6,6106.9400000000005,1,3,3,133,Lost Customer
831,11,5,4245.84,5,4,4,544,Loyal Customer
832,17,12,13562.13,4,1,1,411,Lost Customer
833,25,8,8852.31,4,1,1,411,Lost Customer
834,18,4,3595.5299999999997,4,4,5,445,Lost Customer
835,7,8,8541.23,5,1,2,512,Lost Customer
836,72,4,3562.2,2,4,5,245,Lost Customer
837,157,3,3406.25,1,5,5,155,Lost Customer
838,41,4,3724.8199999999997,3,4,5,345,Lost Customer
839,106,4,2550.73,1,4,5,145,Lost Customer
840,38,6,8144.96,3,3,2,332,Lost Customer
841,150,7,10936.2,1,2,1,121,Lost Customer
842,55,4,3639.46,3,4,5,345,Lost Customer
843,2,6,4090.19,5,3,4,534,Lost Customer
844,31,9,12523.55,4,1,1,411,Lost Customer
845,97,4,3639.43,2,4,5,245,Lost Customer
846,82,3,4385.62,2,5,4,254,Lost Customer
847,114,5,5363.83,1,4,3,143,Lost Customer
848,140,4,4711.04,1,4,4,144,Lost Customer
849,27,6,6086.66,4,3,3,433,Lost Customer
850,34,8,7476.79,3,1,2,312,Lost Customer
851,9,4,5347.0,5,4,3,543,Loyal Customer
853,64,9,12711.369999999999,2,1,1,211,At Risk of Churn
854,8,4,3992.51,5,4,4,544,Loyal Customer
855,104,4,7241.66,1,4,2,142,Lost Customer
856,1,7,6845.04,5,2,2,522,Lost Customer
857,24,5,6692.93,4,4,3,443,Lost Customer
858,11,6,5654.55,5,3,3,533,Lost Customer
859,18,6,6979.780000000001,4,3,2,432,Lost Customer
860,91,4,7381.19,2,4,2,242,Lost Customer
861,54,5,5226.41,3,4,4,344,Lost Customer
862,54,1,774.53,3,5,5,355,Lost Customer
863,69,4,2288.23,2,4,5,245,Lost Customer
864,46,6,8911.39,3,3,1,331,Lost Customer
865,121,7,7192.900000000001,1,2,2,122,Lost Customer
866,98,5,7599.92,2,4,2,242,Lost Customer
867,293,6,7947.42,1,3,2,132,Lost Customer
868,83,6,7529.639999999999,2,3,2,232,Potential Loyalist
870,61,8,6364.29,2,1,3,213,Lost Customer
871,54,8,8700.560000000001,3,1,2,312,Lost Customer
872,171,1,290.62,1,5,5,155,Lost Customer
873,31,5,4426.2,4,4,4,444,Lost Customer
874,46,8,8569.99,3,1,2,312,Lost Customer
875,63,6,6933.69,2,3,2,232,Potential Loyalist
876,16,3,2732.4700000000003,4,5,5,455,Lost Customer
877,17,9,9182.89,4,1,1,411,Lost Customer
878,79,3,4531.79,2,5,4,254,Lost Customer
879,76,4,3356.34,2,4,5,245,Lost Customer
880,62,3,4774.51,2,5,4,254,Lost Customer
881,147,3,5353.86,1,5,3,153,Lost Customer
882,112,5,6628.360000000001,1,4,3,143,Lost Customer
883,47,4,2114.02,3,4,5,345,Lost Customer
884,1,6,10922.09,5,3,1,531,Lost Customer
885,7,3,3628.9399999999996,5,5,5,555,VIP Customer
886,1,7,9025.03,5,2,1,521,Lost Customer
887,39,8,10938.66,3,1,1,311,Lost Customer
888,68,5,5750.62,2,4,3,243,Lost Customer
889,36,5,4366.950000000001,3,4,4,344,Lost Customer
890,165,4,4485.6,1,4,4,144,Lost Customer
891,12,5,6442.05,5,4,3,543,Loyal Customer
892,90,10,9618.64,2,1,1,211,At Risk of Churn
893,75,7,9202.85,2,2,1,221,At Risk of Churn
894,48,8,7512.48,3,1,2,312,Lost Customer
895,61,3,2714.21,2,5,5,255,Lost Customer
896,38,4,4448.32,3,4,4,344,Lost Customer
897,98,8,9629.18,2,1,1,211,At Risk of Churn
898,205,1,478.16,1,5,5,155,Lost Customer
899,49,6,4240.0599999999995,3,3,4,334,Lost Customer
900,12,4,2446.44,5,4,5,545,VIP Customer
901,82,4,6948.22,2,4,2,242,Lost Customer
902,14,9,9408.53,5,1,1,511,Lost Customer
903,16,9,10102.58,4,1,1,411,Lost Customer
904,37,4,5063.82,3,4,4,344,Lost Customer
905,105,8,6801.49,1,1,2,112,Lost Customer
906,16,9,12920.289999999999,4,1,1,411,Lost Customer
907,26,7,3448.87,4,2,5,425,Lost Customer
908,4,7,4679.15,5,2,4,524,Lost Customer
909,189,5,8560.51,1,4,2,142,Lost Customer
910,272,2,1932.55,1,5,5,155,Lost Customer
911,56,5,3792.6,3,4,5,345,Lost Customer
912,40,7,7206.52,3,2,2,322,Lost Customer
913,63,5,5573.5,2,4,3,243,Lost Customer
914,106,5,5533.82,1,4,3,143,Lost Customer
915,28,5,4802.6,4,4,4,444,Lost Customer
916,36,5,5850.91,3,4,3,343,Lost Customer
917,35,8,7452.88,3,1,2,312,Lost Customer
918,16,6,6040.75,4,3,3,433,Lost Customer
919,80,9,10701.04,2,1,1,211,At Risk of Churn
920,90,6,6259.75,2,3,3,233,Lost Customer
921,44,8,11852.14,3,1,1,311,Lost Customer
922,188,2,1768.82,1,5,5,155,Lost Customer
923,32,7,6019.1900000000005,4,2,3,423,Lost Customer
924,109,9,8254.23,1,1,2,112,Lost Customer
925,12,10,10850.689999999999,5,1,1,511,Lost Customer
926,12,6,5627.58,5,3,3,533,Lost Customer
927,295,3,3712.1099999999997,1,5,5,155,Lost Customer
928,11,8,6370.69,5,1,3,513,Lost Customer
929,56,5,4985.79,3,4,4,344,Lost Customer
930,21,3,3196.47,4,5,5,455,Lost Customer
931,70,5,6046.89,2,4,3,243,Lost Customer
932,3,6,4854.48,5,3,4,534,Lost Customer
933,0,5,7598.65,5,4,2,542,Lost Customer
934,0,8,9379.6,5,1,1,511,Lost Customer
935,53,7,8652.22,3,2,2,322,Lost Customer
936,32,12,17160.24,4,1,1,411,Lost Customer
937,15,5,4550.33,4,4,4,444,Lost Customer
938,61,9,7675.22,2,1,2,212,At Risk of Churn
939,31,4,5121.02,4,4,4,444,Lost Customer
940,52,5,6172.42,3,4,3,343,Lost Customer
941,33,10,17898.46,3,1,1,311,Lost Customer
942,143,4,4111.12,1,4,4,144,Lost Customer
943,112,7,9442.1,1,2,1,121,Lost Customer
944,85,8,4915.05,2,1,4,214,Lost Customer
945,14,7,9247.25,5,2,1,521,Lost Customer
946,2,8,10866.75,5,1,1,511,Lost Customer
947,80,6,6685.68,2,3,3,233,Lost Customer
948,100,3,3541.6,1,5,5,155,Lost Customer
949,88,6,6945.2699999999995,2,3,2,232,Potential Loyalist
950,32,7,8329.7,4,2,2,422,Lost Customer
951,6,6,4934.83,5,3,4,534,Lost Customer
952,46,5,6239.17,3,4,3,343,Lost Customer
953,11,9,10996.0,5,1,1,511,Lost Customer
954,113,4,5686.3099999999995,1,4,3,143,Lost Customer
955,13,7,3915.94,5,2,4,524,Lost Customer
956,173,3,3675.74,1,5,5,155,Lost Customer
957,38,5,4868.3,3,4,4,344,Lost Customer
958,34,6,5470.129999999999,3,3,3,333,Potential Loyalist
959,76,6,5701.85,2,3,3,233,Lost Customer
960,78,4,5971.35,2,4,3,243,Lost Customer
961,64,4,4158.360000000001,2,4,4,244,Lost Customer
962,2,7,5930.2699999999995,5,2,3,523,Lost Customer
963,60,12,12068.12,2,1,1,211,At Risk of Churn
964,1,5,4224.59,5,4,4,544,Loyal Customer
965,60,4,5232.65,2,4,4,244,Lost Customer
966,13,4,1885.61,5,4,5,545,VIP Customer
967,66,4,5974.77,2,4,3,243,Lost Customer
968,35,8,10289.75,3,1,1,311,Lost Customer
969,17,5,6968.38,4,4,2,442,Lost Customer
970,33,5,6237.67,3,4,3,343,Lost Customer
971,48,5,5862.57,3,4,3,343,Lost Customer
972,175,2,3318.8099999999995,1,5,5,155,Lost Customer
973,8,8,12724.26,5,1,1,511,Lost Customer
974,6,6,6929.71,5,3,2,532,Lost Customer
975,10,9,9499.82,5,1,1,511,Lost Customer
976,170,6,6710.5599999999995,1,3,3,133,Lost Customer
977,41,5,5149.34,3,4,4,344,Lost Customer
978,192,5,4373.97,1,4,4,144,Lost Customer
979,5,5,7486.82,5,4,2,542,Lost Customer
980,177,5,6299.04,1,4,3,143,Lost Customer
981,25,7,9042.05,4,2,1,421,Lost Customer
982,55,6,2794.7500000000005,3,3,5,335,Lost Customer
983,1,8,9637.26,5,1,1,511,Lost Customer
984,56,8,6208.719999999999,3,1,3,313,Lost Customer
985,14,4,5554.1900000000005,5,4,3,543,Loyal Customer
986,75,8,8673.32,2,1,2,212,At Risk of Churn
987,22,8,8979.65,4,1,1,411,Lost Customer
988,112,2,769.14,1,5,5,155,Lost Customer
989,25,6,6782.12,4,3,3,433,Lost Customer
990,11,7,8441.6,5,2,2,522,Lost Customer
991,147,6,7774.3,1,3,2,132,Lost Customer
992,95,2,2986.45,2,5,5,255,Lost Customer
993,0,9,8086.79,5,1,2,512,Lost Customer
994,42,5,3901.01,3,4,4,344,Lost Customer
995,11,7,9379.039999999999,5,2,1,521,Lost Customer
996,63,6,7713.16,2,3,2,232,Potential Loyalist
997,59,7,6397.73,2,2,3,223,Lost Customer
998,321,2,1565.5500000000002,1,5,5,155,Lost Customer
999,54,10,14662.14,3,1,1,311,Lost Customer
1000,0,9,10183.7,5,1,1,511,Lost Customer
1001,42,7,6233.51,3,2,3,323,Potential Loyalist
1002,155,4,5038.32,1,4,4,144,Lost Customer
1003,47,9,9111.19,3,1,1,311,Lost Customer
1004,203,6,8437.87,1,3,2,132,Lost Customer
1005,159,5,7863.76,1,4,2,142,Lost Customer
1006,37,8,9481.25,3,1,1,311,Lost Customer
1007,20,7,8532.46,4,2,2,422,Lost Customer
1008,17,4,5409.6900000000005,4,4,3,443,Lost Customer
1009,54,5,5787.36,3,4,3,343,Lost Customer
1010,126,4,2816.75,1,4,5,145,Lost Customer
1011,242,3,3940.1800000000003,1,5,4,154,Lost Customer
1012,9,4,5094.62,5,4,4,544,Loyal Customer
1013,95,6,7207.57,2,3,2,232,Potential Loyalist
1014,4,7,6269.75,5,2,3,523,Lost Customer
1015,26,6,7096.79,4,3,2,432,Lost Customer
1016,66,6,5697.8,2,3,3,233,Lost Customer
1017,226,3,5234.68,1,5,4,154,Lost Customer
1018,26,5,6164.88,4,4,3,443,Lost Customer
1019,42,5,5805.35,3,4,3,343,Lost Customer
1020,89,4,4075.21,2,4,4,244,Lost Customer
1021,28,8,9624.45,4,1,1,411,Lost Customer
1022,83,5,8161.4,2,4,2,242,Lost Customer
1023,125,2,1579.3899999999999,1,5,5,155,Lost Customer
1024,34,8,9592.029999999999,3,1,1,311,Lost Customer
1025,60,8,8141.29,2,1,2,212,At Risk of Churn
1026,29,7,5413.76,4,2,3,423,Lost Customer
1027,24,6,6580.15,4,3,3,433,Lost Customer
1028,8,7,12001.41,5,2,1,521,Lost Customer
1029,30,6,6223.08,4,3,3,433,Lost Customer
1030,39,8,10951.8,3,1,1,311,Lost Customer
1031,46,3,2352.9300000000003,3,5,5,355,Lost Customer
1032,30,8,6902.84,4,1,2,412,Lost Customer
1033,14,9,12744.87,5,1,1,511,Lost Customer
1034,104,2,1819.46,1,5,5,155,Lost Customer
1035,13,3,1327.0600000000002,5,5,5,555,VIP Customer
1036,162,5,7125.26,1,4,2,142,Lost Customer
1037,73,8,6925.18,2,1,2,212,At Risk of Churn
1038,12,4,6144.11,5,4,3,543,Loyal Customer
1039,52,7,9522.77,3,2,1,321,Lost Customer
1040,161,4,4072.65,1,4,4,144,Lost Customer
1041,20,4,4271.03,4,4,4,444,Lost Customer
1042,35,3,4585.77,3,5,4,354,Lost Customer
1043,130,10,14313.43,1,1,1,111,Lost Customer
